,Lens ID_Train,Word,Count
14,100-935-111-075-54X,appropri,1
14,100-935-111-075-54X,investig,1
14,100-935-111-075-54X,rel,1
14,100-935-111-075-54X,contribut,1
14,100-935-111-075-54X,current,1
14,100-935-111-075-54X,make,1
14,100-935-111-075-54X,imper,1
14,100-935-111-075-54X,reconsid,1
14,100-935-111-075-54X,offer,1
14,100-935-111-075-54X,explicit,1
15,167-707-200-597-186,textbook,5
15,167-707-200-597-186,connect,4
15,167-707-200-597-186,onlin,3
15,167-707-200-597-186,sourc,2
15,167-707-200-597-186,case,2
15,167-707-200-597-186,medic,2
15,167-707-200-597-186,journal,2
15,167-707-200-597-186,abstract,2
15,167-707-200-597-186,thesauru,2
15,167-707-200-597-186,web,2
15,167-707-200-597-186,cours,2
15,167-707-200-597-186,improv,1
15,167-707-200-597-186,educ,1
15,167-707-200-597-186,valu,1
15,167-707-200-597-186,describ,1
15,167-707-200-597-186,store,1
15,167-707-200-597-186,show,1
15,167-707-200-597-186,world,1
15,167-707-200-597-186,wide,1
15,167-707-200-597-186,variou,1
15,167-707-200-597-186,half,1
15,167-707-200-597-186,book,1
15,167-707-200-597-186,refer,1
15,167-707-200-597-186,site,1
15,167-707-200-597-186,catalog,1
15,167-707-200-597-186,linkag,1
15,167-707-200-597-186,among,1
15,167-707-200-597-186,space,1
15,167-707-200-597-186,help,1
15,167-707-200-597-186,student,1
15,167-707-200-597-186,navig,1
15,167-707-200-597-186,relev,1
16,145-930-999-684-144,technolog,2
16,145-930-999-684-144,miracl,2
16,145-930-999-684-144,music,2
16,145-930-999-684-144,aim,1
16,145-930-999-684-144,explor,1
16,145-930-999-684-144,chang,1
16,145-930-999-684-144,role,1
16,145-930-999-684-144,opportun,1
16,145-930-999-684-144,twenti,1
16,145-930-999-684-144,first,1
16,145-930-999-684-144,centuri,1
16,145-930-999-684-144,especi,1
16,145-930-999-684-144,respect,1
16,145-930-999-684-144,issu,1
16,145-930-999-684-144,aros,1
16,145-930-999-684-144,european,1
16,145-930-999-684-144,commun,1
16,145-930-999-684-144,fund,1
16,145-930-999-684-144,project,1
16,145-930-999-684-144,lb5670,1
16,145-930-999-684-144,repres,1
16,145-930-999-684-144,foundat,1
16,145-930-999-684-144,virtual,1
16,145-930-999-684-144,serv,1
16,145-930-999-684-144,visual,1
16,145-930-999-684-144,impair,1
16,145-930-999-684-144,peopl,1
16,145-930-999-684-144,partner,1
16,145-930-999-684-144,chose,1
16,145-930-999-684-144,univers,1
16,145-930-999-684-144,decim,1
16,145-930-999-684-144,udc,1
16,145-930-999-684-144,common,1
16,145-930-999-684-144,converg,1
16,145-930-999-684-144,catalogu,1
16,145-930-999-684-144,investig,1
16,145-930-999-684-144,natur,1
16,145-930-999-684-144,adapt,1
16,145-930-999-684-144,requir,1
16,145-930-999-684-144,particip,1
16,145-930-999-684-144,search,1
16,145-930-999-684-144,tool,1
16,145-930-999-684-144,assist,1
16,145-930-999-684-144,propos,1
17,139-017-681-927-137,topic,5
17,139-017-681-927-137,map,5
17,139-017-681-927-137,standard,2
17,139-017-681-927-137,repres,2
17,139-017-681-927-137,principl,2
17,139-017-681-927-137,main,2
17,139-017-681-927-137,model,2
17,139-017-681-927-137,applic,2
17,139-017-681-927-137,digit,2
17,139-017-681-927-137,research,2
17,139-017-681-927-137,articl,1
17,139-017-681-927-137,compris,1
17,139-017-681-927-137,literatur,1
17,139-017-681-927-137,review,1
17,139-017-681-927-137,conceptu,1
17,139-017-681-927-137,analysi,1
17,139-017-681-927-137,iso,1
17,139-017-681-927-137,structur,1
17,139-017-681-927-137,resourc,1
17,139-017-681-927-137,accord,1
17,139-017-681-927-137,disciplin,1
17,139-017-681-927-137,show,1
17,139-017-681-927-137,propos,1
17,139-017-681-927-137,ontolog,1
17,139-017-681-927-137,independ,1
17,139-017-681-927-137,technolog,1
17,139-017-681-927-137,constitut,1
17,139-017-681-927-137,bibliograph,1
17,139-017-681-927-137,meta,1
17,139-017-681-927-137,languag,1
17,139-017-681-927-137,abl,1
17,139-017-681-927-137,extend,1
17,139-017-681-927-137,integr,1
17,139-017-681-927-137,almost,1
17,139-017-681-927-137,exist,1
17,139-017-681-927-137,system,1
17,139-017-681-927-137,gener,1
17,139-017-681-927-137,content,1
17,139-017-681-927-137,web,1
17,139-017-681-927-137,report,1
17,139-017-681-927-137,inventori,1
17,139-017-681-927-137,current,1
17,139-017-681-927-137,archiv,1
17,139-017-681-927-137,museum,1
17,139-017-681-927-137,human,1
17,139-017-681-927-137,final,1
17,139-017-681-927-137,direct,1
17,139-017-681-927-137,suggest,1
17,139-017-681-927-137,relat,1
17,139-017-681-927-137,trend,1
18,139-017-681-927-137,topic,5
18,139-017-681-927-137,map,5
18,139-017-681-927-137,standard,2
18,139-017-681-927-137,repres,2
18,139-017-681-927-137,principl,2
18,139-017-681-927-137,main,2
18,139-017-681-927-137,model,2
18,139-017-681-927-137,applic,2
18,139-017-681-927-137,digit,2
18,139-017-681-927-137,research,2
18,139-017-681-927-137,articl,1
18,139-017-681-927-137,compris,1
18,139-017-681-927-137,literatur,1
18,139-017-681-927-137,review,1
18,139-017-681-927-137,conceptu,1
18,139-017-681-927-137,analysi,1
18,139-017-681-927-137,iso,1
18,139-017-681-927-137,structur,1
18,139-017-681-927-137,resourc,1
18,139-017-681-927-137,accord,1
18,139-017-681-927-137,disciplin,1
18,139-017-681-927-137,show,1
18,139-017-681-927-137,propos,1
18,139-017-681-927-137,ontolog,1
18,139-017-681-927-137,independ,1
18,139-017-681-927-137,technolog,1
18,139-017-681-927-137,constitut,1
18,139-017-681-927-137,bibliograph,1
18,139-017-681-927-137,meta,1
18,139-017-681-927-137,languag,1
18,139-017-681-927-137,abl,1
18,139-017-681-927-137,extend,1
18,139-017-681-927-137,integr,1
18,139-017-681-927-137,almost,1
18,139-017-681-927-137,exist,1
18,139-017-681-927-137,system,1
18,139-017-681-927-137,gener,1
18,139-017-681-927-137,content,1
18,139-017-681-927-137,web,1
18,139-017-681-927-137,report,1
18,139-017-681-927-137,inventori,1
18,139-017-681-927-137,current,1
18,139-017-681-927-137,archiv,1
18,139-017-681-927-137,museum,1
18,139-017-681-927-137,human,1
18,139-017-681-927-137,final,1
18,139-017-681-927-137,direct,1
18,139-017-681-927-137,suggest,1
18,139-017-681-927-137,relat,1
18,139-017-681-927-137,trend,1
19,064-432-781-825-17X,rafferti,1
19,064-432-781-825-17X,paulin,1
19,064-432-781-825-17X,2001,1
19,064-432-781-825-17X,represent,1
19,064-432-781-825-17X,scheme,1
19,064-432-781-825-17X,organis,1
19,064-432-781-825-17X,pp,1
19,064-432-781-825-17X,rae2008,1
20,183-733-118-359-209,collect,1
20,183-733-118-359-209,crowdsourc,1
20,183-733-118-359-209,popular,1
20,183-733-118-359-209,method,1
20,183-733-118-359-209,cultur,1
20,183-733-118-359-209,heritag,1
20,183-733-118-359-209,institut,1
20,183-733-118-359-209,comment,1
20,183-733-118-359-209,free,1
20,183-733-118-359-209,text,1
20,183-733-118-359-209,format,1
20,183-733-118-359-209,especi,1
20,183-733-118-359-209,propag,1
20,183-733-118-359-209,empow,1
20,183-733-118-359-209,influenc,1
21,050-418-334-813-530,web,3
21,050-418-334-813-530,collabor,2
21,050-418-334-813-530,applic,2
21,050-418-334-813-530,semant,2
21,050-418-334-813-530,recent,1
21,050-418-334-813-530,experi,1
21,050-418-334-813-530,build,1
21,050-418-334-813-530,mainten,1
21,050-418-334-813-530,reus,1
21,050-418-334-813-530,ontolog,1
21,050-418-334-813-530,shown,1
21,050-418-334-813-530,effici,1
21,050-418-334-813-530,howev,1
21,050-418-334-813-530,commun,1
21,050-418-334-813-530,profession,1
21,050-418-334-813-530,librarian,1
21,050-418-334-813-530,design,1
21,050-418-334-813-530,matter,1
21,050-418-334-813-530,expert,1
21,050-418-334-813-530,difficult,1
21,050-418-334-813-530,time,1
21,050-418-334-813-530,consum,1
21,050-418-334-813-530,reason,1
21,050-418-334-813-530,strategi,1
21,050-418-334-813-530,logic,1
21,050-418-334-813-530,kind,1
21,050-418-334-813-530,represent,1
21,050-418-334-813-530,articl,1
21,050-418-334-813-530,intend,1
21,050-418-334-813-530,refer,1
21,050-418-334-813-530,scheme,1
21,050-418-334-813-530,concis,1
21,050-418-334-813-530,simpl,1
21,050-418-334-813-530,explan,1
21,050-418-334-813-530,common,1
21,050-418-334-813-530,specialist,1
21,050-418-334-813-530,background,1
21,050-418-334-813-530,togeth,1
22,193-381-516-111-686,method,5
22,193-381-516-111-686,analysi,4
22,193-381-516-111-686,order,3
22,193-381-516-111-686,cluster,3
22,193-381-516-111-686,expert,2
22,193-381-516-111-686,research,2
22,193-381-516-111-686,topic,2
22,193-381-516-111-686,propos,2
22,193-381-516-111-686,data,2
22,193-381-516-111-686,word,2
22,193-381-516-111-686,unit,2
22,193-381-516-111-686,nlp,2
22,193-381-516-111-686,extract,2
22,193-381-516-111-686,text,2
22,193-381-516-111-686,linguist,2
22,193-381-516-111-686,relat,2
22,193-381-516-111-686,variat,2
22,193-381-516-111-686,class,2
22,193-381-516-111-686,scientif,1
22,193-381-516-111-686,technolog,1
22,193-381-516-111-686,watch,1
22,193-381-516-111-686,task,1
22,193-381-516-111-686,survey,1
22,193-381-516-111-686,evolut,1
22,193-381-516-111-686,area,1
22,193-381-516-111-686,special,1
22,193-381-516-111-686,detect,1
22,193-381-516-111-686,interest,1
22,193-381-516-111-686,chang,1
22,193-381-516-111-686,major,1
22,193-381-516-111-686,evalu,1
22,193-381-516-111-686,metric,1
22,193-381-516-111-686,bibliometr,1
22,193-381-516-111-686,scientometr,1
22,193-381-516-111-686,reli,1
22,193-381-516-111-686,sole,1
22,193-381-516-111-686,statist,1
22,193-381-516-111-686,citat,1
22,193-381-516-111-686,usual,1
22,193-381-516-111-686,structur,1
22,193-381-516-111-686,databas,1
22,193-381-516-111-686,keyword,1
22,193-381-516-111-686,alreadi,1
22,193-381-516-111-686,attribut,1
22,193-381-516-111-686,document,1
22,193-381-516-111-686,human,1
22,193-381-516-111-686,advent,1
22,193-381-516-111-686,huge,1
22,193-381-516-111-686,amount,1
22,193-381-516-111-686,unstructur,1
22,193-381-516-111-686,textual,1
22,193-381-516-111-686,render,1
22,193-381-516-111-686,necessari,1
22,193-381-516-111-686,integr,1
22,193-381-516-111-686,natur,1
22,193-381-516-111-686,languag,1
22,193-381-516-111-686,process,1
22,193-381-516-111-686,techniqu,1
22,193-381-516-111-686,first,1
22,193-381-516-111-686,meaning,1
22,193-381-516-111-686,orient,1
22,193-381-516-111-686,analys,1
22,193-381-516-111-686,syntact,1
22,193-381-516-111-686,basi,1
22,193-381-516-111-686,formalis,1
22,193-381-516-111-686,weight,1
22,193-381-516-111-686,graph,1
22,193-381-516-111-686,algorithm,1
22,193-381-516-111-686,preferenti,1
22,193-381-516-111-686,link,1
22,193-381-516-111-686,seek,1
22,193-381-516-111-686,reduc,1
22,193-381-516-111-686,produc,1
22,193-381-516-111-686,ideal,1
22,193-381-516-111-686,repres,1
22,193-381-516-111-686,corpu,1
22,193-381-516-111-686,result,1
22,193-381-516-111-686,valid,1
23,115-384-194-385-151,research,2
23,115-384-194-385-151,problem,2
23,115-384-194-385-151,look,1
23,115-384-194-385-151,current,1
23,115-384-194-385-151,trend,1
23,115-384-194-385-151,concentr,1
23,115-384-194-385-151,univers,1
23,115-384-194-385-151,system,1
23,115-384-194-385-151,map,1
23,115-384-194-385-151,vocabulari,1
23,115-384-194-385-151,interoper,1
23,115-384-194-385-151,concern,1
23,115-384-194-385-151,internet,1
23,115-384-194-385-151,search,1
23,115-384-194-385-151,engin,1
23,115-384-194-385-151,resourc,1
23,115-384-194-385-151,discoveri,1
23,115-384-194-385-151,thesauri,1
23,115-384-194-385-151,visual,1
23,115-384-194-385-151,face,1
23,115-384-194-385-151,time,1
23,115-384-194-385-151,discuss,1
23,115-384-194-385-151,accompani,1
23,115-384-194-385-151,bibliographi,1
23,115-384-194-385-151,recent,1
24,100-935-111-075-54X,activ,3
24,100-935-111-075-54X,document,3
24,100-935-111-075-54X,comput,2
24,100-935-111-075-54X,theori,2
24,100-935-111-075-54X,challeng,2
24,100-935-111-075-54X,understand,2
24,100-935-111-075-54X,descript,1
24,100-935-111-075-54X,perform,1
24,100-935-111-075-54X,databas,1
24,100-935-111-075-54X,archiv,1
24,100-935-111-075-54X,done,1
24,100-935-111-075-54X,librarian,1
24,100-935-111-075-54X,archivist,1
24,100-935-111-075-54X,specialist,1
24,100-935-111-075-54X,algorithm,1
24,100-935-111-075-54X,concern,1
24,100-935-111-075-54X,natur,1
24,100-935-111-075-54X,qualiti,1
24,100-935-111-075-54X,process,1
24,100-935-111-075-54X,system,1
24,100-935-111-075-54X,represent,1
24,100-935-111-075-54X,concept,1
24,100-935-111-075-54X,exist,1
24,100-935-111-075-54X,histor,1
24,100-935-111-075-54X,theoret,1
24,100-935-111-075-54X,relat,1
24,100-935-111-075-54X,view,1
24,100-935-111-075-54X,cognit,1
24,100-935-111-075-54X,languag,1
24,100-935-111-075-54X,social,1
24,100-935-111-075-54X,tend,1
24,100-935-111-075-54X,answer,1
24,100-935-111-075-54X,question,1
24,100-935-111-075-54X,profession,1
24,100-935-111-075-54X,often,1
24,100-935-111-075-54X,concentr,1
24,100-935-111-075-54X,appli,1
24,100-935-111-075-54X,new,1
24,100-935-111-075-54X,technolog,1
24,100-935-111-075-54X,standard,1
24,100-935-111-075-54X,seen,1
24,100-935-111-075-54X,involv,1
24,100-935-111-075-54X,interpret,1
24,100-935-111-075-54X,analysi,1
24,100-935-111-075-54X,mean,1
24,100-935-111-075-54X,critic,1
24,100-935-111-075-54X,lack,1
24,100-935-111-075-54X,substant,1
24,100-935-111-075-54X,intellectu,1
24,100-935-111-075-54X,content,1
24,100-935-111-075-54X,tradit,1
24,100-935-111-075-54X,human,1
24,100-935-111-075-54X,increasingli,1
24,100-935-111-075-54X,retriev,1
24,100-935-111-075-54X,techniqu,1
24,100-935-111-075-54X,appropri,1
24,100-935-111-075-54X,investig,1
24,100-935-111-075-54X,rel,1
24,100-935-111-075-54X,contribut,1
24,100-935-111-075-54X,current,1
24,100-935-111-075-54X,make,1
24,100-935-111-075-54X,imper,1
24,100-935-111-075-54X,reconsid,1
24,100-935-111-075-54X,offer,1
24,100-935-111-075-54X,explicit,1
25,066-611-818-335-788,experiment,4
25,066-611-818-335-788,graphic,3
25,066-611-818-335-788,represent,3
25,066-611-818-335-788,effect,3
25,066-611-818-335-788,problem,3
25,066-611-818-335-788,health,3
25,066-611-818-335-788,carri,2
25,066-611-818-335-788,research,2
25,066-611-818-335-788,solv,2
25,066-611-818-335-788,care,2
25,066-611-818-335-788,map,2
25,066-611-818-335-788,petri,2
25,066-611-818-335-788,net,2
25,066-611-818-335-788,profession,2
25,066-611-818-335-788,commun,2
25,066-611-818-335-788,involv,2
25,066-611-818-335-788,descript,2
25,066-611-818-335-788,common,1
25,066-611-818-335-788,technolog,1
25,066-611-818-335-788,engin,1
25,066-611-818-335-788,although,1
25,066-611-818-335-788,tool,1
25,066-611-818-335-788,could,1
25,066-611-818-335-788,appli,1
25,066-611-818-335-788,area,1
25,066-611-818-335-788,hardli,1
25,066-611-818-335-788,known,1
25,066-611-818-335-788,complet,1
25,066-611-818-335-788,unheard,1
25,066-611-818-335-788,articl,1
25,066-611-818-335-788,aim,1
25,066-611-818-335-788,discuss,1
25,066-611-818-335-788,result,1
25,066-611-818-335-788,analysi,1
25,066-611-818-335-788,sector,1
25,066-611-818-335-788,conceptu,1
25,066-611-818-335-788,collabor,1
25,066-611-818-335-788,onlin,1
25,066-611-818-335-788,aid,1
25,066-611-818-335-788,cmaptool,1
25,066-611-818-335-788,wope,1
25,066-611-818-335-788,applic,1
25,066-611-818-335-788,distinct,1
25,066-611-818-335-788,pertain,1
25,066-611-818-335-788,local,1
25,066-611-818-335-788,unit,1
25,066-611-818-335-788,tuscani,1
25,066-611-818-335-788,made,1
25,066-611-818-335-788,head,1
25,066-611-818-335-788,physician,1
25,066-611-818-335-788,manag,1
25,066-611-818-335-788,whilst,1
25,066-611-818-335-788,form,1
25,066-611-818-335-788,technic,1
25,066-611-818-335-788,staff,1
25,066-611-818-335-788,depart,1
25,066-611-818-335-788,nutrit,1
25,066-611-818-335-788,food,1
25,066-611-818-335-788,hygien,1
25,066-611-818-335-788,emerg,1
25,066-611-818-335-788,concept,1
25,066-611-818-335-788,consid,1
25,066-611-818-335-788,analyz,1
25,066-611-818-335-788,domain,1
25,066-611-818-335-788,relat,1
25,066-611-818-335-788,face,1
25,066-611-818-335-788,hand,1
25,066-611-818-335-788,formal,1
25,066-611-818-335-788,possibl,1
25,066-611-818-335-788,solut,1
25,066-611-818-335-788,reason,1
25,066-611-818-335-788,propos,1
25,066-611-818-335-788,complementari,1
25,066-611-818-335-788,rather,1
25,066-611-818-335-788,altern,1
25,066-611-818-335-788,method,1
25,066-611-818-335-788,support,1
26,013-353-791-759-027,answer,6
26,013-353-791-759-027,question,6
26,013-353-791-759-027,document,3
26,013-353-791-759-027,qalc,3
26,013-353-791-759-027,syntact,3
26,013-353-791-759-027,languag,2
26,013-353-791-759-027,process,2
26,013-353-791-759-027,select,2
26,013-353-791-759-027,system,2
26,013-353-791-759-027,reli,2
26,013-353-791-759-027,linguist,2
26,013-353-791-759-027,variat,2
26,013-353-791-759-027,pattern,2
26,013-353-791-759-027,open,1
26,013-353-791-759-027,domain,1
26,013-353-791-759-027,factual,1
26,013-353-791-759-027,requir,1
26,013-353-791-759-027,natur,1
26,013-353-791-759-027,refin,1
26,013-353-791-759-027,identif,1
26,013-353-791-759-027,cognit,1
26,013-353-791-759-027,group,1
26,013-353-791-759-027,particip,1
26,013-353-791-759-027,track,1
26,013-353-791-759-027,trec8,1
26,013-353-791-759-027,trec9,1
26,013-353-791-759-027,trec10,1
26,013-353-791-759-027,text,1
26,013-353-791-759-027,retriev,1
26,013-353-791-759-027,confer,1
26,013-353-791-759-027,evalu,1
26,013-353-791-759-027,perform,1
26,013-353-791-759-027,analysi,1
26,013-353-791-759-027,multi,1
26,013-353-791-759-027,word,1
26,013-353-791-759-027,search,1
26,013-353-791-759-027,minim,1
26,013-353-791-759-027,number,1
26,013-353-791-759-027,addit,1
26,013-353-791-759-027,clue,1
26,013-353-791-759-027,compar,1
26,013-353-791-759-027,sentenc,1
26,013-353-791-759-027,represent,1
26,013-353-791-759-027,comparison,1
26,013-353-791-759-027,make,1
26,013-353-791-759-027,result,1
26,013-353-791-759-027,pars,1
26,013-353-791-759-027,name,1
26,013-353-791-759-027,entiti,1
26,013-353-791-759-027,recognit,1
26,013-353-791-759-027,function,1
26,013-353-791-759-027,extract,1
26,013-353-791-759-027,applic,1
26,013-353-791-759-027,chosen,1
26,013-353-791-759-027,accord,1
26,013-353-791-759-027,kind,1
26,013-353-791-759-027,sought,1
26,013-353-791-759-027,categor,1
26,013-353-791-759-027,depend,1
26,013-353-791-759-027,form,1
26,013-353-791-759-027,allow,1
26,013-353-791-759-027,handl,1
26,013-353-791-759-027,nice,1
26,013-353-791-759-027,level,1
27,106-258-436-803-499,ontolog,4
27,106-258-436-803-499,current,3
27,106-258-436-803-499,avail,2
27,106-258-436-803-499,tool,2
27,106-258-436-803-499,applic,2
27,106-258-436-803-499,cost,2
27,106-258-436-803-499,feasibl,2
27,106-258-436-803-499,potenti,2
27,106-258-436-803-499,purpos,1
27,106-258-436-803-499,scope,1
27,106-258-436-803-499,usag,1
27,106-258-436-803-499,methodolog,1
27,106-258-436-803-499,cross,1
27,106-258-436-803-499,map,1
27,106-258-436-803-499,encod,1
27,106-258-436-803-499,summar,1
27,106-258-436-803-499,snapshot,1
27,106-258-436-803-499,research,1
27,106-258-436-803-499,queri,1
27,106-258-436-803-499,engin,1
27,106-258-436-803-499,benefit,1
27,106-258-436-803-499,problem,1
27,106-258-436-803-499,discuss,1
27,106-258-436-803-499,weigh,1
27,106-258-436-803-499,respect,1
27,106-258-436-803-499,digit,1
27,106-258-436-803-499,arena,1
27,106-258-436-803-499,conclud,1
27,106-258-436-803-499,huge,1
27,106-258-436-803-499,impact,1
27,106-258-436-803-499,manag,1
27,106-258-436-803-499,enterpris,1
27,106-258-436-803-499,integr,1
27,106-258-436-803-499,commerc,1
27,106-258-436-803-499,possibl,1
27,106-258-436-803-499,educ,1
27,106-258-436-803-499,outsid,1
27,106-258-436-803-499,heavili,1
27,106-258-436-803-499,fund,1
27,106-258-436-803-499,domain,1
27,106-258-436-803-499,depend,1
27,106-258-436-803-499,assess,1
27,106-258-436-803-499,variou,1
27,106-258-436-803-499,evolv,1
27,106-258-436-803-499,factor,1
27,106-258-436-803-499,system,1
27,106-258-436-803-499,level,1
27,106-258-436-803-499,adopt,1
27,106-258-436-803-499,time,1
27,106-258-436-803-499,expertis,1
27,106-258-436-803-499,barrier,1
28,145-431-224-278-742,class,5
28,145-431-224-278-742,udc,3
28,145-431-224-278-742,revis,2
28,145-431-224-278-742,facet,2
28,145-431-224-278-742,compound,2
28,145-431-224-278-742,relationship,2
28,145-431-224-278-742,vocabulari,2
28,145-431-224-278-742,human,2
28,145-431-224-278-742,complex,2
28,145-431-224-278-742,recent,1
28,145-431-224-278-742,aim,1
28,145-431-224-278-742,implement,1
28,145-431-224-278-742,mani,1
28,145-431-224-278-742,remov,1
28,145-431-224-278-742,main,1
28,145-431-224-278-742,tabl,1
28,145-431-224-278-742,radic,1
28,145-431-224-278-742,particularli,1
28,145-431-224-278-742,medicin,1
28,145-431-224-278-742,religion,1
28,145-431-224-278-742,introduc,1
28,145-431-224-278-742,rigor,1
28,145-431-224-278-742,analysi,1
28,145-431-224-278-742,clearer,1
28,145-431-224-278-742,sens,1
28,145-431-224-278-742,citat,1
28,145-431-224-278-742,order,1
28,145-431-224-278-742,build,1
28,145-431-224-278-742,accord,1
28,145-431-224-278-742,logic,1
28,145-431-224-278-742,system,1
28,145-431-224-278-742,syntax,1
28,145-431-224-278-742,mean,1
28,145-431-224-278-742,formal,1
28,145-431-224-278-742,make,1
28,145-431-224-278-742,explicit,1
28,145-431-224-278-742,machin,1
28,145-431-224-278-742,recognit,1
28,145-431-224-278-742,bliss,1
28,145-431-224-278-742,bibliograph,1
28,145-431-224-278-742,sourc,1
28,145-431-224-278-742,mention,1
28,145-431-224-278-742,terminolog,1
28,145-431-224-278-742,encod,1
28,145-431-224-278-742,automat,1
28,145-431-224-278-742,gener,1
28,145-431-224-278-742,hierarch,1
28,145-431-224-278-742,associ,1
28,145-431-224-278-742,nevertheless,1
28,145-431-224-278-742,difficulti,1
28,145-431-224-278-742,encount,1
28,145-431-224-278-742,control,1
28,145-431-224-278-742,similar,1
28,145-431-224-278-742,phenomenon,1
28,145-431-224-278-742,observ,1
28,145-431-224-278-742,current,1
28,145-431-224-278-742,reveal,1
28,145-431-224-278-742,notabl,1
28,145-431-224-278-742,handl,1
28,145-431-224-278-742,semant,1
28,145-431-224-278-742,achiev,1
28,145-431-224-278-742,balanc,1
28,145-431-224-278-742,rigour,1
28,145-431-224-278-742,structur,1
28,145-431-224-278-742,natur,1
28,145-431-224-278-742,languag,1
28,145-431-224-278-742,express,1
28,145-431-224-278-742,remain,1
28,145-431-224-278-742,partial,1
28,145-431-224-278-742,unresolv,1
28,145-431-224-278-742,fertil,1
28,145-431-224-278-742,research,1
29,062-376-529-028-631,concept,6
29,062-376-529-028-631,rel,3
29,062-376-529-028-631,signific,3
29,062-376-529-028-631,identifi,2
29,062-376-529-028-631,main,2
29,062-376-529-028-631,sociolog,2
29,062-376-529-028-631,head,2
29,062-376-529-028-631,arrang,2
29,062-376-529-028-631,categori,2
29,062-376-529-028-631,proport,2
29,062-376-529-028-631,book,2
29,062-376-529-028-631,report,1
29,062-376-529-028-631,find,1
29,062-376-529-028-631,conduct,1
29,062-376-529-028-631,accord,1
29,062-376-529-028-631,sampl,1
29,062-376-529-028-631,introductori,1
29,062-376-529-028-631,textbook,1
29,062-376-529-028-631,consid,1
29,062-376-529-028-631,chapter,1
29,062-376-529-028-631,classifi,1
29,062-376-529-028-631,scheme,1
29,062-376-529-028-631,suggest,1
29,062-376-529-028-631,major,1
29,062-376-529-028-631,order,1
29,062-376-529-028-631,compar,1
29,062-376-529-028-631,retriev,1
29,062-376-529-028-631,tool,1
29,062-376-529-028-631,ad,1
29,062-376-529-028-631,cumul,1
29,062-376-529-028-631,weight,1
29,062-376-529-028-631,made,1
29,062-376-529-028-631,possibl,1
29,062-376-529-028-631,level,1
29,062-376-529-028-631,conclud,1
29,062-376-529-028-631,bibliograph,1
29,062-376-529-028-631,storag,1
29,062-376-529-028-631,retrievalc,1
30,129-809-003-331-783,languag,4
30,129-809-003-331-783,chines,2
30,129-809-003-331-783,highlight,1
30,129-809-003-331-783,current,1
30,129-809-003-331-783,situat,1
30,129-809-003-331-783,research,1
30,129-809-003-331-783,practic,1
30,129-809-003-331-783,china,1
30,129-809-003-331-783,cover,1
30,129-809-003-331-783,varieti,1
30,129-809-003-331-783,thesauri,1
30,129-809-003-331-783,matter,1
30,129-809-003-331-783,standard,1
30,129-809-003-331-783,compat,1
30,129-809-003-331-783,natur,1
30,129-809-003-331-783,process,1
30,129-809-003-331-783,preci,1
30,129-809-003-331-783,variou,1
30,129-809-003-331-783,problem,1
30,129-809-003-331-783,futur,1
30,129-809-003-331-783,trend,1
31,057-466-204-899-197,semant,7
31,057-466-204-899-197,relat,5
31,057-466-204-899-197,thesauru,3
31,057-466-204-899-197,design,3
31,057-466-204-899-197,mean,3
31,057-466-204-899-197,thesauri,3
31,057-466-204-899-197,retriev,2
31,057-466-204-899-197,capabl,2
31,057-466-204-899-197,possibl,2
31,057-466-204-899-197,tool,2
31,057-466-204-899-197,repres,2
31,057-466-204-899-197,control,1
31,057-466-204-899-197,vocabulari,1
31,057-466-204-899-197,allow,1
31,057-466-204-899-197,effect,1
31,057-466-204-899-197,consist,1
31,057-466-204-899-197,kind,1
31,057-466-204-899-197,relationship,1
31,057-466-204-899-197,aim,1
31,057-466-204-899-197,guid,1
31,057-466-204-899-197,choic,1
31,057-466-204-899-197,suitabl,1
31,057-466-204-899-197,search,1
31,057-466-204-899-197,express,1
31,057-466-204-899-197,certain,1
31,057-466-204-899-197,concept,1
31,057-466-204-899-197,deal,1
31,057-466-204-899-197,method,1
31,057-466-204-899-197,connect,1
31,057-466-204-899-197,intend,1
31,057-466-204-899-197,enhanc,1
31,057-466-204-899-197,recal,1
31,057-466-204-899-197,focus,1
31,057-466-204-899-197,hierarch,1
31,057-466-204-899-197,aspect,1
31,057-466-204-899-197,among,1
31,057-466-204-899-197,richer,1
31,057-466-204-899-197,structur,1
31,057-466-204-899-197,analyz,1
31,057-466-204-899-197,view,1
31,057-466-204-899-197,oper,1
31,057-466-204-899-197,purpos,1
31,057-466-204-899-197,represent,1
31,057-466-204-899-197,stress,1
31,057-466-204-899-197,theori,1
31,057-466-204-899-197,hold,1
31,057-466-204-899-197,perspect,1
31,057-466-204-899-197,natur,1
31,057-466-204-899-197,affect,1
31,057-466-204-899-197,complex,1
31,057-466-204-899-197,occur,1
31,057-466-204-899-197,literatur,1
31,057-466-204-899-197,respect,1
31,057-466-204-899-197,advoc,1
31,057-466-204-899-197,underlin,1
31,057-466-204-899-197,contribut,1
31,057-466-204-899-197,improv,1
31,057-466-204-899-197,achiev,1
31,057-466-204-899-197,goal,1
31,057-466-204-899-197,even,1
31,057-466-204-899-197,though,1
31,057-466-204-899-197,preliminari,1
31,057-466-204-899-197,manner,1
31,057-466-204-899-197,explor,1
31,057-466-204-899-197,set,1
31,057-466-204-899-197,framework,1
31,057-466-204-899-197,notion,1
31,057-466-204-899-197,languag,1
31,057-466-204-899-197,game,1
31,057-466-204-899-197,hermeneut,1
