,new_index,Lens ID_Train,index,Abstract_Train,Abstract_trim_2_Train,Lens ID_Test,Abstract_Test,Abstract_trim_2_Test,Dickson,Andy,Bill
37,37hello,185-847-512-601-188,37,"This paper adds two analytical devices to domain analysis, claiming that for domain analysis to work cumulatively transferable definitions of domains must be written. To establish this definition the author provides two axes to consider: Areas of Modulation and Degrees of Specialization. These axes may serve as analytical devices for the domain analyst to delineate what is being studied and what is not being studied in a domain analysis.","['analyt', 'devic', 'domain', 'analysi', 'claim', 'domain', 'analysi', 'cumul', 'transfer', 'definit', 'domain', 'must', 'written', 'establish', 'definit', 'axe', 'consid', 'area', 'modul', 'degre', 'special', 'axe', 'serv', 'analyt', 'devic', 'domain', 'analyst', 'delin', 'domain', 'analysi']",099-934-645-088-072,"Parts I to III of this series have examined the terminology of Terminology by contrast with the vocabulary of Onomantics and identified some of the differences and difficulties revealed by a close study of ISO-1087, the most important glossary for terminologists. Part IV, finally, offers a speculative explanation of these problems. My central hypothesis is that an aversion to neologisms - especially newly coined words - impedes the introduction and acceptance of new concepts. The pressure for standardization of terminology compounds this difficulty. There are three kinds of neologisms: 1. newly coined words (neoterisms), 2. phases composed of familiar words (phrasal tags) and 3. familiar words for which new meanings have been stipulated (meta-terms). Neologisms in the form of phrases containing familiar words are often found in ISO 1087. Some perplexing ambiguities in ISO 1087 occur when new meanings are stipulated for familiar words, creating terminological metaphors (meta-terms) that are often obscure. Such meta-terms abound in the terminology of Terminology. Increased willingness to accept well-formed new words (neoterisms) would greatly simplify the development of a more adequate terminology for Terminology. The use of pleonasms is recommended as a technique to overcome ambiguity by linking familiar words having new meanings (meta-terms) to new words for the same concepts (neoterisms) and as a simple way to facilitate the introduction of such neoterisms.","['seri', 'examin', 'terminolog', 'terminolog', 'contrast', 'vocabulari', 'onomant', 'identifi', 'difficulti', 'reveal', 'close', 'iso', 'import', 'glossari', 'terminologist', 'final', 'offer', 'specul', 'explan', 'problem', 'central', 'hypothesi', 'avers', 'neolog', 'especi', 'newli', 'coin', 'word', 'imped', 'introduct', 'accept', 'new', 'concept', 'pressur', 'standard', 'terminolog', 'compound', 'difficulti', 'kind', 'neolog', 'newli', 'coin', 'word', 'neoter', 'phase', 'compos', 'familiar', 'word', 'phrasal', 'tag', 'familiar', 'word', 'new', 'mean', 'stipul', 'meta', 'neolog', 'form', 'phrase', 'contain', 'familiar', 'word', 'often', 'found', 'iso', 'perplex', 'ambigu', 'iso', 'occur', 'new', 'mean', 'stipul', 'familiar', 'word', 'creat', 'terminolog', 'metaphor', 'meta', 'often', 'obscur', 'meta', 'abound', 'terminolog', 'terminolog', 'increas', 'willing', 'accept', 'form', 'new', 'word', 'neoter', 'greatli', 'simplifi', 'adequ', 'terminolog', 'terminolog', 'use', 'pleonasm', 'recommend', 'techniqu', 'overcom', 'ambigu', 'link', 'familiar', 'word', 'new', 'mean', 'meta', 'new', 'word', 'concept', 'neoter', 'simpl', 'facilit', 'introduct', 'neoter']",,,
38,38hello,012-309-807-113-075,38,"Sao Paulo State Univ UNESP, Grad Sch Informat Sci, Ave Hygino Muzzi Filho 737, BR-17525000 Marilia, SP, Brazil","['sao', 'paulo', 'state', 'univ', 'unesp', 'grad', 'informat', 'sci', 'hygino', 'muzzi', 'filho', 'marilia', 'brazil']",094-265-951-156-144,"In this paper, made up of parts I and II, we investigate the complex relationships between knowledge, information and activity in order to study how a system of activity assistance can help the actor to solve his information problems. Through the example of the completion of a pharmacy thesis, we have tried, in part I, to describe, schematize and model the successive phases that make up the whole of this activity. Our method of observation and analysis combined the observation of two students preparing their pharmacy theses, the reading of five theses and the reading of six books. We thus propose in a table form, a modelling outline that presents the sequential succession of the ten operational phases describing the completion of a pharmacy thesis following a chronological order: (1) Subject definition, (2) Documentary research, (3) Documents analysis, (4) Conceiving of the experimental strategy, (5) Experimentation, (6) Results interpretation, (7) Writing of the thesis, (8) Administrative procedures, (9) Preparation of the viva, (10) Viva. The table also presents the succession of the structural, operational, material and human elements: Referents of the activity, Subject of the activity, Location of the activity, Identification of the operations, Handled objects, and Actors. We have refined the activity analysis by drawing up a structured list, showing the organization of the terms related to the different operational phases. This work is presented in part II.","['made', 'investig', 'complex', 'relationship', 'activ', 'order', 'system', 'activ', 'assist', 'help', 'actor', 'solv', 'problem', 'exampl', 'complet', 'pharmaci', 'thesi', 'tri', 'describ', 'schemat', 'model', 'success', 'phase', 'make', 'whole', 'activ', 'method', 'observ', 'analysi', 'combin', 'observ', 'student', 'prepar', 'pharmaci', 'these', 'read', 'five', 'these', 'read', 'book', 'propos', 'tabl', 'form', 'model', 'outlin', 'sequenti', 'success', 'oper', 'phase', 'describ', 'complet', 'pharmaci', 'thesi', 'follow', 'chronolog', 'order', 'definit', 'documentari', 'research', 'document', 'analysi', 'conceiv', 'experiment', 'strategi', 'experiment', 'result', 'interpret', 'write', 'thesi', 'administr', 'procedur', 'prepar', 'viva', 'viva', 'tabl', 'success', 'structur', 'oper', 'materi', 'human', 'element', 'refer', 'activ', 'activ', 'locat', 'activ', 'identif', 'oper', 'handl', 'object', 'actor', 'refin', 'activ', 'analysi', 'draw', 'structur', 'list', 'show', 'relat', 'oper', 'phase']",,,
39,39hello,160-606-850-771-257,39,"The pervasiveness of classification in all human activities is described. Classification is characterized as being relative, utilitarian, and artificial. The importance of classification in library settings and academic disciplines is documented. Classification is described as an emerging, independent discipline.","['pervas', 'human', 'activ', 'describ', 'character', 'rel', 'utilitarian', 'artifici', 'import', 'set', 'academ', 'disciplin', 'document', 'describ', 'emerg', 'independ', 'disciplin']",081-453-122-790-793,"Possibilities are being explored to use traditional bibliographic tools, like Dewey Decimal Classification (DDC), Library of Congress Classification (LCC), Library of Congress Subject Headings (LCSH), and Universal Decimal Classification (UDC), to improve the organization of information resources on the Internet. The most recent edition of DDC, with its enhanced features, has greater potential than other traditional approaches. A review of selected Web sites that use DDC to organize Web resources indicates, however, that the full potential of the DDC scheme for this purpose has not been realized. While the review found that the DDC classification structure was more effective when compared with other knowledge organization systems, we conclude that DDC needs to be further enhanced to make it more suitable for this application. As widely reported in the professional literature, OCLC has conducted research on the potential of DDC for organizing Web resources. Such research, however, is experimental and should be supplemented by empirical studies with user participation.","['possibl', 'explor', 'use', 'tradit', 'bibliograph', 'tool', 'like', 'dewey', 'decim', 'congress', 'congress', 'head', 'univers', 'decim', 'udc', 'improv', 'resourc', 'internet', 'recent', 'edit', 'enhanc', 'featur', 'greater', 'potenti', 'tradit', 'review', 'select', 'web', 'site', 'use', 'web', 'resourc', 'indic', 'howev', 'full', 'potenti', 'scheme', 'purpos', 'realiz', 'review', 'found', 'structur', 'effect', 'compar', 'system', 'conclud', 'enhanc', 'make', 'suitabl', 'applic', 'wide', 'report', 'profession', 'literatur', 'conduct', 'research', 'potenti', 'web', 'resourc', 'research', 'howev', 'experiment', 'supplement', 'empir', 'particip']",,,
40,40hello,185-129-272-793-400,40,"Reports on investigations conducted at the Institute for Scientific, Technical and Economic Information (ISTEI) in Warsaw (Poland) in 1992-1993. These investigations aimed at a comparative analysis of four indexing languages (ILs) developed and/or used in Poland and at the establishment of concordances between them. These were the following ILs: Polish Thematic Classification (PTC) descriptor language based on the Thesaurus of Common Topics (TCT), Universal Decimal Classification (UDC), Subject-Heading Language of the National Library in Warsaw (SHL). When establishing concordances the PTC was chosen as the master language whereas the three other ILs served as target languages","['report', 'investig', 'conduct', 'institut', 'scientif', 'technic', 'econom', 'warsaw', 'poland', '1992', '1993', 'investig', 'aim', 'compar', 'analysi', 'languag', 'use', 'poland', 'establish', 'concord', 'follow', 'polish', 'themat', 'ptc', 'descriptor', 'languag', 'thesauru', 'common', 'topic', 'univers', 'decim', 'udc', 'head', 'languag', 'nation', 'warsaw', 'establish', 'concord', 'ptc', 'chosen', 'master', 'languag', 'wherea', 'serv', 'target', 'languag']",073-772-579-450-922,"For millennia the famous library in Hellenistic Alexandria has been praised as an epicenter of enlightenment and wisdom. And yet, a question still seems unanswered: how was its literature classified and retrieved? It is a subject that has been given surprisingly little attention by the field of library-and-information science―indeed, by scholarship in general. Furthermore, a certain way of thinking has influenced the few answers that have so far been attempted. It is as if the scholars of our era have tried to identify the modern, physical library in the Hellenistic library in Alexandria. But such an approach is biased in a basic way: It simply does not consider the impact of the cultural and intellectual context of the library. This article differs fundamentally, because I reject the notion that the library was like those of today. Accordingly, an entirely new way of understanding how the library actually worked, in terms of classification and retrieval processes is presented. The key element is to understand the library both as a physical structure and as a struc- ture in the memory of the Alexandrian scholars. In this article, these structures are put together so as to propose a new interpretation of the library.","['millennia', 'famou', 'hellenist', 'alexandria', 'prais', 'epicent', 'enlighten', 'wisdom', 'question', 'still', 'seem', 'unansw', 'literatur', 'classifi', 'retriev', 'given', 'surprisingli', 'littl', 'attent', 'inde', 'scholarship', 'gener', 'furthermor', 'certain', 'think', 'influenc', 'answer', 'far', 'attempt', 'scholar', 'era', 'tri', 'identifi', 'modern', 'physic', 'hellenist', 'alexandria', 'bias', 'basic', 'simpli', 'consid', 'impact', 'cultur', 'intellectu', 'context', 'articl', 'fundament', 'reject', 'notion', 'like', 'accordingli', 'entir', 'new', 'understand', 'actual', 'retriev', 'process', 'key', 'element', 'understand', 'physic', 'structur', 'struc', 'ture', 'memori', 'alexandrian', 'scholar', 'articl', 'structur', 'togeth', 'propos', 'new', 'interpret']",,,
41,41hello,185-847-512-601-188,41,"This paper adds two analytical devices to domain analysis, claiming that for domain analysis to work cumulatively transferable definitions of domains must be written. To establish this definition the author provides two axes to consider: Areas of Modulation and Degrees of Specialization. These axes may serve as analytical devices for the domain analyst to delineate what is being studied and what is not being studied in a domain analysis.","['analyt', 'devic', 'domain', 'analysi', 'claim', 'domain', 'analysi', 'cumul', 'transfer', 'definit', 'domain', 'must', 'written', 'establish', 'definit', 'axe', 'consid', 'area', 'modul', 'degre', 'special', 'axe', 'serv', 'analyt', 'devic', 'domain', 'analyst', 'delin', 'domain', 'analysi']",138-064-131-484-39X,"This paper describes a proposal for a new approach to thesaurus design and construction that could have significant implications for change in the way multilingual thesauri are handled and integrated with each other. The formula presented here has its origin in the work of the German Thesaurus Committee and has had input from a number of scientists and practitioners in the field. The emphasis is on the various types of relationships found among concepts, notions and universals in languages. These relationships are analysed and refined beyond the approach taken in existing thesauri. This proposal is very much at the discussion stage and the author invites the assistance of interested readers through criticisms, discussion and dialogue. Applications of the proposed thesaurus are included and the major goal of this proposal is to provide the basis for improved design and integration of multilingual thesauri.","['describ', 'propos', 'new', 'thesauru', 'design', 'construct', 'could', 'signific', 'implic', 'chang', 'multilingu', 'thesauri', 'handl', 'integr', 'formula', 'origin', 'german', 'thesauru', 'committe', 'input', 'number', 'scientist', 'practition', 'emphasi', 'variou', 'type', 'relationship', 'found', 'among', 'concept', 'notion', 'univers', 'languag', 'relationship', 'analys', 'refin', 'beyond', 'taken', 'exist', 'thesauri', 'propos', 'much', 'discuss', 'stage', 'invit', 'assist', 'interest', 'reader', 'critic', 'discuss', 'dialogu', 'applic', 'propos', 'thesauru', 'major', 'goal', 'propos', 'basi', 'improv', 'design', 'integr', 'multilingu', 'thesauri']",,,
42,42hello,160-606-850-771-257,42,"The pervasiveness of classification in all human activities is described. Classification is characterized as being relative, utilitarian, and artificial. The importance of classification in library settings and academic disciplines is documented. Classification is described as an emerging, independent discipline.","['pervas', 'human', 'activ', 'describ', 'character', 'rel', 'utilitarian', 'artifici', 'import', 'set', 'academ', 'disciplin', 'document', 'describ', 'emerg', 'independ', 'disciplin']",130-761-142-426-753,"This paper reports the design of a Chinese test collection with multilingual queries and the application of this test collection to evaluate information retrieval (IR) systems. The effective indexing units, IR models, translation techniques, and query expansion for Chinese text retrieval are identified. The collaboration of East Asian countries for construction of test collections for cross-language multilingual text retrieval is also discussed in this paper. As well, a tool is designed to help assessors judge relevance and gather the events of relevance judgment. The log file created by this tool will be used to analyze the behaviors of assessors in the future.","['report', 'design', 'chines', 'test', 'collect', 'multilingu', 'queri', 'applic', 'test', 'collect', 'evalu', 'retriev', 'system', 'effect', 'unit', 'model', 'translat', 'techniqu', 'queri', 'expans', 'chines', 'text', 'retriev', 'identifi', 'collabor', 'east', 'asian', 'countri', 'construct', 'test', 'collect', 'cross', 'languag', 'multilingu', 'text', 'retriev', 'discuss', 'tool', 'design', 'help', 'assessor', 'judg', 'relev', 'gather', 'event', 'relev', 'judgment', 'log', 'file', 'creat', 'tool', 'use', 'analyz', 'behavior', 'assessor', 'futur']",,,
43,43hello,160-606-850-771-257,43,"The pervasiveness of classification in all human activities is described. Classification is characterized as being relative, utilitarian, and artificial. The importance of classification in library settings and academic disciplines is documented. Classification is described as an emerging, independent discipline.","['pervas', 'human', 'activ', 'describ', 'character', 'rel', 'utilitarian', 'artifici', 'import', 'set', 'academ', 'disciplin', 'document', 'describ', 'emerg', 'independ', 'disciplin']",118-692-472-273-242,"At the end of 2005, impending digitization efforts and several developments related to the creation of access and discovery tools for informational and cultural objects resulted in a series of responses that continue to ripple throughout the library, museum and archive communities. These developments have broad implications for all three communities because of the goals shared by each in the creation of description, control and enhanced access to informational and cultural objects. This position paper will consider new implementations of faceted navigation and browsing features in online catalogs. It is also a response to challenges to develop interwoven approaches to the study of information seeking and the design and implementation of search and discovery systems. Urgently needed during this time of experimentation, development and implementation is a framework for system evaluation and critical analysis of needed and missing features that is grounded in traditional principles, borne out by practice. Such a framework could extend feature analysis protocols established during the early years of online catalog development.","['2005', 'impend', 'digit', 'effort', 'sever', 'relat', 'creation', 'access', 'discoveri', 'tool', 'cultur', 'object', 'result', 'seri', 'respons', 'continu', 'rippl', 'throughout', 'museum', 'archiv', 'commun', 'broad', 'implic', 'commun', 'goal', 'share', 'creation', 'descript', 'control', 'enhanc', 'access', 'cultur', 'object', 'posit', 'consid', 'new', 'implement', 'facet', 'navig', 'brows', 'featur', 'onlin', 'catalog', 'respons', 'challeng', 'interwoven', 'seek', 'design', 'implement', 'search', 'discoveri', 'system', 'urgent', 'time', 'experiment', 'implement', 'framework', 'system', 'evalu', 'critic', 'analysi', 'featur', 'ground', 'tradit', 'principl', 'born', 'practic', 'framework', 'could', 'extend', 'featur', 'analysi', 'protocol', 'establish', 'earli', 'year', 'onlin', 'catalog']",,,
44,44hello,012-309-807-113-075,44,"Sao Paulo State Univ UNESP, Grad Sch Informat Sci, Ave Hygino Muzzi Filho 737, BR-17525000 Marilia, SP, Brazil","['sao', 'paulo', 'state', 'univ', 'unesp', 'grad', 'informat', 'sci', 'hygino', 'muzzi', 'filho', 'marilia', 'brazil']",012-310-673-639-60X,"This investigation was undertaken to explore the prospect of using the repertory grid structured interview technique as a tool for creating metadata. The following question is considered: Could Repertory Grid technique be used as a tool in the creation of metadata? It is postulated that repertory grid technique may be used as a tool for creating metadata labels, or tags, where the labels or tags describe entities, which may be images, documents or expressions. Repertory grid technique can provide a method for examining the detail about an individual's mental models, or personal construct systems of lifeworld entities, which may include images, documents or expressions. The question were considered by looking at the results of an earlier study, which explored the personal constructs of systems analysts using the repertory grid technique to examine the mental conceptualizations that determine the extent of difference in conceptualization. Categorical core areas of expressions used during software requirements development emerge through classification of the conceptualizations of expressions elicited via the repertory grid interviews. Repertory grid also reveals, through cluster analysis, the subtle difference in the way each participant conceptually related one expression to another expression. The differences in conceptual relationship of expressions or concepts could represent insight about how people view entities of a lifeworld. In a situation where metadata are used to label entities of a lifeworld for organization and retrieval of information, the differences in conceptual relationships might influence the metadata created and how they are used in the lifeworld for the organization and retrieval of information.","['investig', 'undertaken', 'explor', 'prospect', 'use', 'repertori', 'grid', 'structur', 'interview', 'techniqu', 'tool', 'creat', 'metadata', 'follow', 'question', 'consid', 'could', 'repertori', 'grid', 'techniqu', 'use', 'tool', 'creation', 'metadata', 'postul', 'repertori', 'grid', 'techniqu', 'use', 'tool', 'creat', 'metadata', 'label', 'tag', 'label', 'tag', 'describ', 'entiti', 'imag', 'document', 'express', 'repertori', 'grid', 'techniqu', 'method', 'examin', 'detail', 'individu', 'mental', 'model', 'person', 'construct', 'system', 'lifeworld', 'entiti', 'imag', 'document', 'express', 'question', 'consid', 'look', 'result', 'earlier', 'explor', 'person', 'construct', 'system', 'analyst', 'use', 'repertori', 'grid', 'techniqu', 'examin', 'mental', 'conceptu', 'determin', 'extent', 'conceptu', 'categor', 'core', 'area', 'express', 'use', 'softwar', 'requir', 'emerg', 'conceptu', 'express', 'elicit', 'via', 'repertori', 'grid', 'interview', 'repertori', 'grid', 'reveal', 'cluster', 'analysi', 'subtl', 'particip', 'conceptu', 'relat', 'express', 'anoth', 'express', 'conceptu', 'relationship', 'express', 'concept', 'could', 'repres', 'insight', 'peopl', 'view', 'entiti', 'lifeworld', 'situat', 'metadata', 'use', 'label', 'entiti', 'lifeworld', 'retriev', 'conceptu', 'relationship', 'might', 'influenc', 'metadata', 'creat', 'use', 'lifeworld', 'retriev']",,,
45,45hello,185-847-512-601-188,45,"This paper adds two analytical devices to domain analysis, claiming that for domain analysis to work cumulatively transferable definitions of domains must be written. To establish this definition the author provides two axes to consider: Areas of Modulation and Degrees of Specialization. These axes may serve as analytical devices for the domain analyst to delineate what is being studied and what is not being studied in a domain analysis.","['analyt', 'devic', 'domain', 'analysi', 'claim', 'domain', 'analysi', 'cumul', 'transfer', 'definit', 'domain', 'must', 'written', 'establish', 'definit', 'axe', 'consid', 'area', 'modul', 'degre', 'special', 'axe', 'serv', 'analyt', 'devic', 'domain', 'analyst', 'delin', 'domain', 'analysi']",098-507-725-113-618,"Bibliographic classification systems purport to organize the world of knowledge for information storage and retrieval purposes in libraries and bibliographies, both manual and online. The major systems that have predominated during the twentieth century were originally predicated on the academic disciplines. This structural principle is no longer adequate because multidisciplinary knowledge production has overtaken more traditional disciplinary perspectives and produced communities of cooperation whose documents cannot be accommodated in a disciplinary structure. This paper addresses the problems the major classifications face, reports some attempts to revise these systems to accommodate multidisciplinary works more appropriately, and describes some theoretical research perspectives that attempt to reorient classification research toward the pluralistic needs of multidisciplinary knowledge creation and the perspectives of different discourse communities. Traditionally, the primary desiderata of classification systems were mutual exclusivity and joint exhaustivity. The need to respond to multidisciplinary research may mean that hospitality will replace mutual exclusivity and joint exhaustivity as the most needed and useful characteristics of classification systems in both theory and practice.","['bibliograph', 'system', 'purport', 'world', 'storag', 'retriev', 'purpos', 'bibliographi', 'manual', 'onlin', 'major', 'system', 'predomin', 'twentieth', 'centuri', 'origin', 'predic', 'academ', 'disciplin', 'structur', 'principl', 'longer', 'adequ', 'multidisciplinari', 'product', 'overtaken', 'tradit', 'disciplinari', 'perspect', 'produc', 'commun', 'cooper', 'whose', 'document', 'cannot', 'accommod', 'disciplinari', 'structur', 'address', 'problem', 'major', 'face', 'report', 'attempt', 'revis', 'system', 'accommod', 'multidisciplinari', 'appropri', 'describ', 'theoret', 'research', 'perspect', 'attempt', 'reorient', 'research', 'toward', 'pluralist', 'multidisciplinari', 'creation', 'perspect', 'discours', 'commun', 'tradit', 'primari', 'desiderata', 'system', 'mutual', 'exclus', 'joint', 'exhaust', 'respond', 'multidisciplinari', 'research', 'mean', 'hospit', 'replac', 'mutual', 'exclus', 'joint', 'exhaust', 'use', 'characterist', 'system', 'theori', 'practic']",,,
46,46hello,185-847-512-601-188,46,"This paper adds two analytical devices to domain analysis, claiming that for domain analysis to work cumulatively transferable definitions of domains must be written. To establish this definition the author provides two axes to consider: Areas of Modulation and Degrees of Specialization. These axes may serve as analytical devices for the domain analyst to delineate what is being studied and what is not being studied in a domain analysis.","['analyt', 'devic', 'domain', 'analysi', 'claim', 'domain', 'analysi', 'cumul', 'transfer', 'definit', 'domain', 'must', 'written', 'establish', 'definit', 'axe', 'consid', 'area', 'modul', 'degre', 'special', 'axe', 'serv', 'analyt', 'devic', 'domain', 'analyst', 'delin', 'domain', 'analysi']",006-598-784-555-44X,"So far, within the Library and Information Science (LIS) community, Knowledge Organization (KO) has developed its own very successful solutions to document search, allowing for the classification and search of millions of books. However, current KO solutions are limited in expressivity as they only support queries by document properties, e.g., by title, author and subject. In parallel, within the Artificial Intelligence and Semantic Web communities, Knowledge Representation (KR), has developed very powerful end expressive techniques which, via the use of ontologies, support queries by any entity property (e.g., the properties of the entities described in a document). However, KR has not scaled yet to the level of KO, mainly because of the lack of a precise and scalable entity specification methodology. In this paper we present DERA, a new methodology, inspired by the faceted approach, as introduced in KO, that retains all the advantages of KR and compensates for the limitations of KO. DERA guarantees at the same time quality, extensibility, scalability and effectiveness in search.","['far', 'commun', 'success', 'solut', 'document', 'search', 'allow', 'search', 'million', 'book', 'howev', 'current', 'solut', 'limit', 'express', 'support', 'queri', 'document', 'properti', 'titl', 'parallel', 'artifici', 'intellig', 'semant', 'web', 'commun', 'represent', 'power', 'express', 'techniqu', 'via', 'use', 'ontolog', 'support', 'queri', 'entiti', 'properti', 'properti', 'entiti', 'describ', 'document', 'howev', 'scale', 'level', 'mainli', 'lack', 'precis', 'scalabl', 'entiti', 'specif', 'methodolog', 'dera', 'new', 'methodolog', 'inspir', 'facet', 'introduc', 'retain', 'advantag', 'compens', 'limit', 'dera', 'guarante', 'time', 'qualiti', 'extens', 'scalabl', 'effect', 'search']",,,
47,47hello,012-309-807-113-075,47,"Sao Paulo State Univ UNESP, Grad Sch Informat Sci, Ave Hygino Muzzi Filho 737, BR-17525000 Marilia, SP, Brazil","['sao', 'paulo', 'state', 'univ', 'unesp', 'grad', 'informat', 'sci', 'hygino', 'muzzi', 'filho', 'marilia', 'brazil']",100-423-835-468-358,"Creative professionals in advertising, marketing, design and journalism search for images to visually represent a concept for their project. The main purpose of this paper is to present search facets derived from an analysis of documents known as briefs, which are widely used in creative industries as requirement documents describing information needs. The briefs specify the type of image required, such as the content and context of use for the image and represent the topic from which the searcher builds an image query. We take three main sources—user image search behaviour, briefs, and image search engine search facets to examine the search facets for image searching in order to examine the following research question—are search facet schemes for image search engines sufficient for user needs, or is revision needed? We found that there are three main classes of user search facet, which include business, contextual and image related information. The key argument in the paper is that the facet “keyword/tag” is ambiguous and does not support user needs for more generic descriptions to broaden search or specific descriptions to narrow their search — we suggest that a more detailed search facet scheme would be appropriate.","['creativ', 'profession', 'advertis', 'market', 'design', 'journal', 'search', 'imag', 'visual', 'repres', 'concept', 'project', 'main', 'purpos', 'search', 'facet', 'deriv', 'analysi', 'document', 'known', 'brief', 'wide', 'use', 'creativ', 'industri', 'requir', 'document', 'describ', 'brief', 'specifi', 'type', 'imag', 'requir', 'content', 'context', 'use', 'imag', 'repres', 'topic', 'searcher', 'build', 'imag', 'queri', 'take', 'main', 'sourc', 'imag', 'search', 'behaviour', 'brief', 'imag', 'search', 'engin', 'search', 'facet', 'examin', 'search', 'facet', 'imag', 'search', 'order', 'examin', 'follow', 'research', 'question', 'search', 'facet', 'scheme', 'imag', 'search', 'engin', 'suffici', 'revis', 'found', 'main', 'class', 'search', 'facet', 'busi', 'contextu', 'imag', 'relat', 'key', 'argument', 'facet', 'keyword', 'tag', 'ambigu', 'support', 'gener', 'descript', 'broaden', 'search', 'specif', 'descript', 'narrow', 'search', 'suggest', 'detail', 'search', 'facet', 'scheme', 'appropri']",,,
48,48hello,160-606-850-771-257,48,"The pervasiveness of classification in all human activities is described. Classification is characterized as being relative, utilitarian, and artificial. The importance of classification in library settings and academic disciplines is documented. Classification is described as an emerging, independent discipline.","['pervas', 'human', 'activ', 'describ', 'character', 'rel', 'utilitarian', 'artifici', 'import', 'set', 'academ', 'disciplin', 'document', 'describ', 'emerg', 'independ', 'disciplin']",003-162-710-191-077,"In this article, several procedures (e.g., measurements, information retrieval analyses, power law, association rules, hierarchical clustering) are introduced which were made on a pilot digital library. Information retrievals of web users from 01/01/2003 to 01/01/2006 on the internal search engine of the pilot digital library have been analyzed. With the power law method of data processing, a constant information retrieval pattern has been established, stable over a longer period of time. After this, the data have been analyzed. On the basis of the accomplished measurements and analyses, a series of mental models of web users for global (educational) purposes have been developed (e.g., the metamodel of thought hierarchy of web users, the segmentation model of web users), and the users were profiled in four different groups (adventurers, observers, applicable, and know-alls). The article concludes with the construction of a new knowledge management solution called multidimensional rank thesaurus.","['articl', 'sever', 'procedur', 'measur', 'retriev', 'analys', 'power', 'associ', 'rule', 'hierarch', 'cluster', 'introduc', 'made', 'pilot', 'digit', 'retriev', 'web', '01', '01', '2003', '01', '01', '2006', 'intern', 'search', 'engin', 'pilot', 'digit', 'analyz', 'power', 'method', 'data', 'process', 'constant', 'retriev', 'pattern', 'establish', 'stabl', 'longer', 'period', 'time', 'data', 'analyz', 'basi', 'accomplish', 'measur', 'analys', 'seri', 'mental', 'model', 'web', 'global', 'educ', 'purpos', 'metamodel', 'thought', 'hierarchi', 'web', 'segment', 'model', 'web', 'profil', 'group', 'adventur', 'observ', 'applic', 'know', 'all', 'articl', 'conclud', 'construct', 'new', 'manag', 'solut', 'call', 'multidimension', 'rank', 'thesauru']",,,
49,49hello,024-276-265-590-973,49,"General linguistic and specific semantic problems arising in multilingual thesaurus construction are well defined in the various textbooks and in the guidelines covering this area. Many details are provided on the conceptual equivalence issue, and various ways of dealing with conceptual divergence are described. But when discussing semantic solutions, display options, management issues, or use of technology, specialists and guidelines seldom, if ever, go as far as commenting on whether or not a particular option is truly respectful of a language and its speakers. This paper, based on the premise that in a multilingual thesaurus all languages are equal, reviews the options and solutions offered by the guidelines to the developer of specialized thesauri. It also introduces other problems of a sociocultural, and even of a truly political nature, a prominent feature in the daily life of the thesaurus designer with which the theory and the guidelines do not deal very well","['gener', 'linguist', 'specif', 'semant', 'problem', 'aris', 'multilingu', 'thesauru', 'construct', 'defin', 'variou', 'textbook', 'guidelin', 'cover', 'area', 'mani', 'detail', 'conceptu', 'equival', 'issu', 'variou', 'deal', 'conceptu', 'diverg', 'describ', 'discuss', 'semant', 'solut', 'display', 'option', 'manag', 'issu', 'use', 'technolog', 'specialist', 'guidelin', 'seldom', 'ever', 'far', 'comment', 'whether', 'particular', 'option', 'truli', 'respect', 'languag', 'speaker', 'premis', 'multilingu', 'thesauru', 'languag', 'equal', 'review', 'option', 'solut', 'offer', 'guidelin', 'special', 'thesauri', 'introduc', 'problem', 'sociocultur', 'even', 'truli', 'polit', 'natur', 'promin', 'featur', 'daili', 'life', 'thesauru', 'design', 'theori', 'guidelin', 'deal']",140-916-495-285-235,"This study gives an initial appraisal of research activity in Spain surrounding ""knowledge organization"".","['give', 'initi', 'apprais', 'research', 'activ', 'spain', 'surround']",,,
